IMDB_ID,DVD,Ext,Fmt,Resolution,FPS,Size,Time,Sub,Jellyfin,Sized,Modified,Title,Original_Title,Watched,Rating,Certification,Filename,FullPath
62622,1,.m4v,H264,402p,47.95,5.80,02:29,Text,DIRECT,NO,2021-09-16 22:18,2001: A Space Odyssey (1968),2001: A Space Odyssey,2021-10-08,8.3,TV-PG::(TV rating),2001- A Space Odyssey (1968).m4v,/media/daveg/Lib/Movies/2001- A Space Odyssey (1968).m4v
112573,1,.m4v,H264,360p,23.98,5.80,02:58,Text,DIRECT,NO,2020-09-04 05:56,Braveheart (1995),Braveheart,,10.0,TV-MA::(IFC rating),Braveheart (1995).m4v,/media/daveg/Lib/Movies/Braveheart (1995).m4v
65126,1,.m4v,H264,480p,23.98,5.79,02:08,Text,DIRECT,NO,2020-10-13 09:46,True Grit (1969),True Grit,2021-11-01,10.0,TV-14,True Grit (1969).m4v,/media/daveg/Lib/Movies/True Grit (1969).m4v
107818,1,.m4v,H264,480p,29.97,5.79,02:05,Text,DIRECT,NO,2020-10-11 15:05,Philadelphia (1993),Philadelphia,2020-10-11,10.0,"TV-14::(DL, TV Rating.)",Philadelphia (1993).m4v,/media/daveg/Lib/Movies/Philadelphia (1993).m4v
41996,1,.m4v,H264,480p,23.98,5.79,02:12,Text,DIRECT,NO,2020-10-13 15:02,Twelve O'Clock High (1949),Twelve O'Clock High,,10.0,Not Rated::(DVD Rating),Twelve O'Clock High (1949).m4v,/media/daveg/Lib/Movies/Twelve O'Clock High (1949).m4v
1555149,1,.m4v,H264,480p,29.97,5.78,01:55,None,-,NO,2020-09-14 05:43,Elite Squad 2: The Enemy Within (2010),Elite Squad 2: The Enemy Within,2016-06-01,8.0,Not Rated,Elite Squad 2- The Enemy Within (2010).m4v,/media/daveg/Lib/Movies/Elite Squad 2- The Enemy Within (2010).m4v
50086,1,.m4v,H264,472p,120,5.77,01:32,Text,DIRECT,NO,2020-10-12 18:12,3:10 to Yuma (1957),3:10 to Yuma,2023-11-14,7.7,Not Rated,3-10 to Yuma (1957).m4v,/media/daveg/Lib/Movies/3-10 to Yuma (1957).m4v
60934,1,.m4v,H264,366p,23.98,5.76,03:02,Text,DIRECT,NO,2022-01-27 23:13,"Sand Pebbles, The (1966)",The Sand Pebbles,2022-05-21,7.6,Approved,The Sand Pebbles (1966).m4v,/media/daveg/Lib/Movies/The Sand Pebbles (1966).m4v
903657,1,.m4v,H264,480p,30,5.75,02:01,Text,DIRECT,NO,2020-09-29 04:41,Love & Mercy (2014),Love & Mercy,2015-11-29,7.5,PG-13,Love & Mercy (2014).m4v,/media/daveg/Lib/Movies/Love & Mercy (2014).m4v
78346,1,.m4v,H264,366p,23.98,5.75,02:23,Text,DIRECT,NO,2021-10-20 18:33,Superman (1978),Superman,2021-10-20,8.0,TV-PG::(LV),Superman (1978).m4v,/media/daveg/Lib/Movies/Superman (1978).m4v
57840,1,.m4v,H264,480p,23.98,5.74,01:55,Text,DIRECT,NO,2020-08-30 05:45,"Americanization of Emily, The (1964)",The Americanization of Emily,,8.0,TV-PG::(TV Rating),The Americanization of Emily (1964).m4v,/media/daveg/Lib/Movies/The Americanization of Emily (1964).m4v
97722,0,.m4v,H264,480p,23.98,5.73,01:48,Text,DIRECT,NO,2022-01-06 11:43,Lean on Me (1989),Lean on Me,2024-01-23,7.4,"TV-14::(DLV, TV Rating.)",Lean on Me (1989).m4v,/media/daveg/Lib/Movies/Lean on Me (1989).m4v
63811,1,.m4v,H264,480p,23.98,5.72,01:48,Text,DIRECT,NO,2020-10-15 05:11,Will Penny (1968),Will Penny,,8.0,Approved,Will Penny (1968).m4v,/media/daveg/Lib/Movies/Will Penny (1968).m4v
93137,1,.m4v,H264,480p,29.97,5.71,01:50,Text,DIRECT,NO,2020-09-19 15:06,Hamburger Hill (1987),Hamburger Hill,2024-01-08,7.5,R,Hamburger Hill (1987).m4v,/media/daveg/Lib/Movies/Hamburger Hill (1987).m4v
83658,1,.m4v,H264,348p,23.98,5.71,01:57,Text,DIRECT,NO,2020-09-03 03:59,Blade Runner (1982),Blade Runner,,8.0,R,Blade Runner (1982).m4v,/media/daveg/Lib/Movies/Blade Runner (1982).m4v
382330,1,.m4v,H264,466p,29.97,5.69,02:13,None,-,NO,2020-08-31 04:45,As It Is in Heaven (2004),As It Is in Heaven,2010-11-25,8.0,Not Rated,As It Is in Heaven (2004).m4v,/media/daveg/Lib/Movies/As It Is in Heaven (2004).m4v
59742,1,.m4v,H264,392p,23.98,5.68,02:52,Text,DIRECT,NO,2021-02-06 16:01,"Sound of Music, The (1965)",The Sound of Music,2021-02-19,8.0,G,The Sound of Music (1965).m4v,/media/daveg/Lib/Movies/The Sound of Music (1965).m4v
1229360,1,.m4v,H264,472p,29.97,5.67,01:38,Bitmap,TRANSCODE,NO,2020-09-22 21:16,It Might Get Loud (2008),It Might Get Loud,2020-02-15,9.0,PG,It Might Get Loud (2008).m4v,/media/daveg/Lib/Movies/It Might Get Loud (2008).m4v
389557,1,.m4v,H264,362p,23.98,5.66,02:25,Bitmap,TRANSCODE,NO,2020-09-02 17:24,Black Book (2006),Black Book,,8.0,R,Black Book (2006).m4v,/media/daveg/Lib/Movies/Black Book (2006).m4v
1343092,1,.m4v,H264,360p,23.98,5.66,02:23,Bitmap,TRANSCODE,NO,2020-09-19 13:53,"Great Gatsby, The (2013)",The Great Gatsby,2019-06-25,7.5,PG-13,The Great Gatsby (2013).m4v,/media/daveg/Lib/Movies/The Great Gatsby (2013).m4v
34583,1,.m4v,H264,480p,24,5.64,01:42,Text,DIRECT,NO,2020-09-07 09:23,Casablanca (1942),Casablanca,2019-08-01,10.0,TV-PG::(TV rating),Casablanca (1942).m4v,/media/daveg/Lib/Movies/Casablanca (1942).m4v
56218,1,.m4v,H264,480p,120,5.64,02:06,Text,DIRECT,NO,2020-09-30 00:08,"Manchurian Candidate, The (1962)",The Manchurian Candidate,,8.0,PG-13,The Manchurian Candidate (1962).m4v,/media/daveg/Lib/Movies/The Manchurian Candidate (1962).m4v
989618,1,.m4v,H264,478p,29.97,5.64,01:32,Text,DIRECT,NO,2020-09-02 04:09,Beyond Belief (2006),Beyond Belief,,8.0,Not Rated,Beyond Belief (2006).m4v,/media/daveg/Lib/Movies/Beyond Belief (2006).m4v
33870,1,.m4v,H264,480p,47.95,5.63,01:40,Text,DIRECT,NO,2020-11-24 15:15,"Maltese Falcon, The (1941)",The Maltese Falcon,2020-11-30,9.0,Passed::(National Board of Review),The Maltese Falcon (1941).m4v,/media/daveg/Lib/Movies/The Maltese Falcon (1941).m4v
1441912,1,.m4v,H264,460p,23.98,5.63,02:03,Text,DIRECT,NO,2020-10-14 13:35,"Way, The (2010)",The Way,2019-04-26,10.0,PG-13,The Way (2010).m4v,/media/daveg/Lib/Movies/The Way (2010).m4v
48233,1,.m4v,H264,336p,120,5.62,01:40,Text,DIRECT,NO,2020-09-24 05:20,Jubal (1956),Jubal,,8.0,Passed::(National Board of Review),Jubal (1956).m4v,/media/daveg/Lib/Movies/Jubal (1956).m4v
99685,1,.m4v,H264,480p,23.98,5.62,02:25,Text,DIRECT,NO,2020-09-19 06:16,Goodfellas (1990),Goodfellas,,9.0,18+::(Common Sense Media),Goodfellas (1990).m4v,/media/daveg/Lib/Movies/Goodfellas (1990).m4v
117631,1,.m4v,H264,456p,23.98,5.59,01:45,Text,DIRECT,NO,2020-10-08 09:56,Shine (1996),Shine,,8.0,PG-13,Shine (1996).m4v,/media/daveg/Lib/Movies/Shine (1996).m4v
103247,1,.m4v,H264,480p,29.97,5.59,01:47,Text,DIRECT,NO,2020-10-14 22:08,White Fang (1991),White Fang,,10.0,TV-G,White Fang (1991).m4v,/media/daveg/Lib/Movies/White Fang (1991).m4v
36377,1,.m4v,H264,480p,23.98,5.59,02:36,Text,DIRECT,NO,2020-10-08 21:49,"Song of Bernadette, The (1943)",The Song of Bernadette,,9.0,TV-G,The Song of Bernadette (1943).m4v,/media/daveg/Lib/Movies/The Song of Bernadette (1943).m4v
119488,1,.m4v,H264,360p,23.98,5.58,02:18,Text,DIRECT,NO,2023-04-19 21:35,L.A. Confidential (1997),L.A. Confidential,2023-04-26,8.5,"TV-14::(LSV, TV Rating.)",L.A. Confidential (1997).m4v,/media/daveg/Lib/Movies/L.A. Confidential (1997).m4v
34248,1,.m4v,H264,480p,23.98,5.57,01:39,Text,DIRECT,NO,2020-10-11 21:02,Suspicion (1941),Suspicion,,8.0,Approved,Suspicion (1941).m4v,/media/daveg/Lib/Movies/Suspicion (1941).m4v
71853,1,.m4v,H264,472p,29.97,5.56,01:31,Text,DIRECT,NO,2020-10-02 06:47,Monty Python and the Holy Grail (1975),Monty Python and the Holy Grail,,10.0,TV-PG::(DLSV),Monty Python and the Holy Grail (1975) Part 1.m4v,/media/daveg/Lib/Movies/Monty Python and the Holy Grail (1975) Part 1.m4v
386792,1,.m4v,H264,480p,29.97,5.56,01:50,Text,DIRECT,NO,2020-10-08 21:09,Something the Lord Made (2004),Something the Lord Made,2022-06-08,9.0,TV-PG,Something the Lord Made (2004).m4v,/media/daveg/Lib/Movies/Something the Lord Made (2004).m4v
29284,1,.m4v,H264,480p,23.98,5.55,01:28,Text,DIRECT,NO,2020-10-02 19:56,My Favorite Wife (1940),My Favorite Wife,,7.5,Passed::(National Board of Review),My Favorite Wife (1940).m4v,/media/daveg/Lib/Movies/My Favorite Wife (1940).m4v
41386,1,.m4v,H264,478p,23.98,5.55,01:54,Text,DIRECT,NO,2020-09-17 15:02,"Fountainhead, The (1949)",The Fountainhead,,8.0,Approved,The Fountainhead (1949).m4v,/media/daveg/Lib/Movies/The Fountainhead (1949).m4v
73092,1,.m4v,H264,480p,120,5.55,01:33,Text,DIRECT,NO,2020-09-19 17:08,Hard Times (1975),Hard Times,2018-10-06,7.5,PG,Hard Times (1975).m4v,/media/daveg/Lib/Movies/Hard Times (1975).m4v
268126,1,.m4v,H264,464p,120,5.54,01:55,Text,DIRECT,NO,2020-08-28 20:10,Adaptation. (2002),Adaptation.,2015-08-30,8.0,R,Adaptation. (2002).m4v,/media/daveg/Lib/Movies/Adaptation. (2002).m4v
118884,1,.m4v,H264,360p,24.08,5.53,02:30,Text,DIRECT,NO,2020-09-10 19:14,Contact (1997),Contact,2024-06-06,10.0,PG,Contact (1997).m4v,/media/daveg/Lib/Movies/Contact (1997).m4v
373283,1,.m4v,H264,466p,23.98,5.53,01:30,Text,DIRECT,NO,2020-10-07 12:04,Saints and Soldiers (2003),Saints and Soldiers,,8.0,PG-13,Saints and Soldiers (2003).m4v,/media/daveg/Lib/Movies/Saints and Soldiers (2003).m4v
91763,1,.m4v,H264,466p,120,5.53,02:00,Text,DIRECT,NO,2020-10-05 13:22,Platoon (1986),Platoon,,9.0,TV-14::(DLV),Platoon (1986).m4v,/media/daveg/Lib/Movies/Platoon (1986).m4v
99348,1,.m4v,H264,366p,120,5.53,03:01,Text,DIRECT,NO,2020-09-11 14:53,Dances with Wolves (1990),Dances with Wolves,,10.0,TV-PG::(LV),Dances with Wolves (1990) Side A.m4v,/media/daveg/Lib/Movies/Dances with Wolves (1990) Side A.m4v
30341,1,.m4v,H264,480p,23.98,5.53,01:36,None,-,NO,2020-09-27 12:57,"Lady Vanishes, The (1938)",The Lady Vanishes,,8.0,TV-PG,The Lady Vanishes (1938).m4v,/media/daveg/Lib/Movies/The Lady Vanishes (1938).m4v
264464,1,.m4v,H264,480p,120,5.51,02:21,Text,DIRECT,NO,2020-09-07 13:01,Catch Me If You Can (2002),Catch Me If You Can,,10.0,PG-13,Catch Me If You Can (2002).m4v,/media/daveg/Lib/Movies/Catch Me If You Can (2002).m4v
42005,1,.m4v,H264,480p,23.98,5.51,01:26,Text,DIRECT,NO,2022-08-05 06:28,Under My Skin (1950),Under My Skin,2022-08-15,8.0,TV-PG::(TV Rating),Under My Skin (1950).m4v,/media/daveg/Lib/Movies/Under My Skin (1950).m4v
3833480,1,.m4v,H264,462p,23.98,5.48,02:03,Text,DIRECT,NO,2020-12-02 18:56,"Outpost, The (2020)",The Outpost,2020-12-06,7.5,R,The Outpost (2020).m4v,/media/daveg/Lib/Movies/The Outpost (2020).m4v
1727388,1,.m4v,H264,472p,23.98,5.48,01:43,Text,DIRECT,NO,2020-10-14 13:49,"Way Way Back, The (2013)",The Way Way Back,2016-08-24,7.5,PG-13,The Way Way Back (2013).m4v,/media/daveg/Lib/Movies/The Way Way Back (2013).m4v
395461,1,.m4v,H264,470p,29.97,5.48,01:36,Bitmap,TRANSCODE,NO,2020-08-31 18:28,Bab'Aziz: The Prince That Contemplated His Soul (2005),Bab'Aziz: The Prince That Contemplated His Soul,,8.0,Not Rated,Bab'Aziz- The Prince That Contemplated His Soul (2005).m4v,/media/daveg/Lib/Movies/Bab'Aziz- The Prince That Contemplated His Soul (2005).m4v
207805,1,.m4v,H264,480p,29.97,5.48,01:29,Text,DIRECT,NO,2020-10-13 11:20,Tuesdays with Morrie (1999),Tuesdays with Morrie,,8.0,TV-G,Tuesdays with Morrie (1999).m4v,/media/daveg/Lib/Movies/Tuesdays with Morrie (1999).m4v
947798,1,.m4v,H264,360p,23.98,5.47,01:48,Text,DIRECT,NO,2020-09-02 19:50,Black Swan (2010),Black Swan,2011-01-05,9.0,R,Black Swan (2010).m4v,/media/daveg/Lib/Movies/Black Swan (2010).m4v
113277,1,.m4v,H264,362p,120,5.47,02:50,Text,DIRECT,NO,2020-09-19 20:25,Heat (1995),Heat,,9.0,TV-14::(LV),Heat (1995).m4v,/media/daveg/Lib/Movies/Heat (1995).m4v
1392190,1,.m4v,H264,360p,23.98,5.46,02:00,Bitmap,TRANSCODE,NO,2020-10-30 16:08,Mad Max: Fury Road (2015),Mad Max: Fury Road,2020-11-16,8.1,TV-14::(DLV),Mad Max- Fury Road (2015).m4v,/media/daveg/Lib/Movies/Mad Max- Fury Road (2015).m4v
115685,1,.m4v,H264,480p,23.98,5.45,01:57,Text,DIRECT,NO,2020-09-02 11:39,"Birdcage, The (1996)",The Birdcage,,8.0,R,The Birdcage (1996).m4v,/media/daveg/Lib/Movies/The Birdcage (1996).m4v
68762,1,.m4v,H264,362p,47.95,5.44,01:48,Text,DIRECT,NO,2020-09-23 13:18,Jeremiah Johnson (1972),Jeremiah Johnson,,9.0,GP,Jeremiah Johnson (1972).m4v,/media/daveg/Lib/Movies/Jeremiah Johnson (1972).m4v
172495,1,.m4v,H264,366p,120,5.44,02:35,Text,DIRECT,NO,2020-09-18 18:54,Gladiator (2000),Gladiator,,10.0,TV-14,Gladiator (2000).m4v,/media/daveg/Lib/Movies/Gladiator (2000).m4v
42619,1,.m4v,H264,478p,47.95,5.43,01:55,Bitmap,TRANSCODE,NO,2021-10-19 19:34,Diary of a Country Priest (1951),Diary of a Country Priest,,7.9,Not Rated,Diary of a Country Priest (1951).m4v,/media/daveg/Lib/Movies/Diary of a Country Priest (1951).m4v
60748,1,.m4v,H264,362p,23.98,5.42,02:08,Text,DIRECT,NO,2020-10-03 08:33,Nevada Smith (1966),Nevada Smith,,6.0,TV-14,Nevada Smith (1966).m4v,/media/daveg/Lib/Movies/Nevada Smith (1966).m4v
1013753,1,.m4v,H264,460p,120,5.42,02:08,Bitmap,TRANSCODE,NO,2020-10-01 05:29,Milk (2008),Milk,,8.0,R,Milk (2008).m4v,/media/daveg/Lib/Movies/Milk (2008).m4v
1226774,1,.m4v,H264,466p,23.98,5.41,01:46,Bitmap,TRANSCODE,NO,2020-09-21 22:42,In the Loop (2009),In the Loop,,8.0,Not Rated,In the Loop (2009).m4v,/media/daveg/Lib/Movies/In the Loop (2009).m4v
813547,1,.m4v,H264,464p,23.98,5.41,01:39,Bitmap,TRANSCODE,NO,2020-09-11 06:49,"Counterfeiters, The (2007)",The Counterfeiters,2014-08-24,8.0,R::(certificate # 43573),The Counterfeiters (2007).m4v,/media/daveg/Lib/Movies/The Counterfeiters (2007).m4v
58150,1,.m4v,H264,480p,23.98,5.40,01:50,Text,DIRECT,NO,2020-09-13 13:24,Goldfinger (1964),Goldfinger,,8.0,Approved,Goldfinger (1964).m4v,/media/daveg/Lib/Movies/James Bond 007/Goldfinger (1964).m4v
53221,1,.m4v,H264,478p,23.98,5.40,02:21,Text,DIRECT,NO,2020-10-06 16:46,Rio Bravo (1959),Rio Bravo,,8.0,Passed::(National Board of Review),Rio Bravo (1959).m4v,/media/daveg/Lib/Movies/Rio Bravo (1959).m4v
1663202,1,.m4v,H264,364p,23.98,5.40,02:36,Text,DIRECT,NO,2020-10-06 14:26,"Revenant, The (2015)",The Revenant,2019-05-21,9.5,R,The Revenant (2015).m4v,/media/daveg/Lib/Movies/The Revenant (2015).m4v
471834,1,.m4v,H264,472p,23.98,5.39,01:53,Bitmap,TRANSCODE,NO,2020-10-03 07:25,Nana (2005),Nana,,8.0,Not Rated,Nana (2005).m4v,/media/daveg/Lib/Movies/Nana (2005).m4v
116282,1,.m4v,H264,468p,120,5.39,01:38,Text,DIRECT,NO,2020-09-15 12:29,Fargo (1996),Fargo,,8.0,"TV-14::(LSV, TV rating)",Fargo (1996).m4v,/media/daveg/Lib/Movies/Fargo (1996).m4v
914797,1,.m4v,H264,360p,23.98,5.38,01:50,Text,DIRECT,NO,2020-10-24 21:27,Bottle Shock (2008),Bottle Shock,2020-10-28,7.0,PG-13,Bottle Shock (2008).m4v,/media/daveg/Lib/Movies/Bottle Shock (2008).m4v
88847,1,.m4v,H264,462p,120,5.38,01:37,Bitmap,TRANSCODE,NO,2020-10-19 14:10,"Breakfast Club, The (1985)",The Breakfast Club,2020-10-19,8.5,TV-MA::(L),The Breakfast Club (1985).m4v,/media/daveg/Lib/Movies/The Breakfast Club (1985).m4v
66921,1,.m4v,H264,478p,23.98,5.38,02:16,Bitmap,TRANSCODE,NO,2021-10-29 17:06,"Clockwork Orange, A (1971)",A Clockwork Orange,,8.3,TV-MA::(LSV),A Clockwork Orange (1971).m4v,/media/daveg/Lib/Movies/A Clockwork Orange (1971).m4v
32138,1,.m4v,H264,480p,47.95,5.36,01:42,Text,DIRECT,NO,2020-10-15 08:06,"Wizard of Oz, The (1939)",The Wizard of Oz,,10.0,Passed::(National Board of Review),The Wizard of Oz (1939).m4v,/media/daveg/Lib/Movies/The Wizard of Oz (1939).m4v
97165,1,.m4v,H264,344p,47.95,5.36,02:08,Text,DIRECT,NO,2020-09-11 22:36,Dead Poets Society (1989),Dead Poets Society,2021-10-27,8.0,PG,Dead Poets Society (1989).m4v,/media/daveg/Lib/Movies/Dead Poets Society (1989).m4v
87277,1,.m4v,H264,480p,23.98,5.34,01:47,Text,DIRECT,NO,2020-09-17 05:53,Footloose (1984),Footloose,,8.0,TV-PG,Footloose (1984).m4v,/media/daveg/Lib/Movies/Footloose (1984).m4v
993789,1,.m4v,H264,368p,120,5.34,02:32,Bitmap,TRANSCODE,NO,2020-09-09 11:04,"Christmas Tale, A (2008)",A Christmas Tale,,8.0,Not Rated,A Christmas Tale (2008).m4v,/media/daveg/Lib/Movies/Christmas/A Christmas Tale (2008).m4v
64665,1,.m4v,H264,472p,29.97,5.34,01:53,Text,DIRECT,NO,2020-09-30 21:32,Midnight Cowboy (1969),Midnight Cowboy,,10.0,TV-MA::(TV rating),Midnight Cowboy (1969).m4v,/media/daveg/Lib/Movies/Midnight Cowboy (1969).m4v
1057500,1,.m4v,H264,356p,23.98,5.34,02:14,Bitmap,TRANSCODE,NO,2020-09-22 16:11,Invictus (2009),Invictus,2021-07-29,8.0,PG-13,Invictus (2009).m4v,/media/daveg/Lib/Movies/Invictus (2009).m4v
54047,1,.m4v,H264,368p,23.98,5.33,02:08,Text,DIRECT,NO,2020-09-29 13:19,"Magnificent Seven, The (1960)",The Magnificent Seven,,8.0,Approved,The Magnificent Seven (1960).m4v,/media/daveg/Lib/Movies/The Magnificent Seven (1960).m4v
375063,1,.m4v,H264,464p,23.98,5.32,02:07,Text,DIRECT,NO,2020-10-08 14:03,Sideways (2004),Sideways,,8.0,R,Sideways (2004).m4v,/media/daveg/Lib/Movies/Sideways (2004).m4v
61619,1,.m4v,H264,480p,23.98,5.32,02:06,Text,DIRECT,NO,2020-09-14 05:48,"Dorado, El (1966)",El Dorado,2021-07-29,10.0,Passed::(National Board of Review),El Dorado (1966).m4v,/media/daveg/Lib/Movies/El Dorado (1966).m4v
138097,1,.m4v,H264,372p,23.98,5.31,02:03,Text,DIRECT,NO,2020-10-08 07:40,Shakespeare in Love (1998),Shakespeare in Love,,9.0,R,Shakespeare in Love (1998).m4v,/media/daveg/Lib/Movies/Shakespeare in Love (1998).m4v
295297,1,.m4v,H264,364p,23.98,5.31,02:41,Text,DIRECT,NO,2020-09-05 23:09,Harry Potter and the Chamber of Secrets (2002),Harry Potter and the Chamber of Secrets,,10.0,TV-PG::(ABC Family),Harry Potter and the Chamber of Secrets (2002).m4v,/media/daveg/Lib/Movies/Harry Potter/Harry Potter and the Chamber of Secrets (2002).m4v
85478,1,.m4v,H264,462p,120,5.31,01:50,Text,DIRECT,NO,2020-09-13 23:42,Educating Rita (1983),Educating Rita,2017-12-13,10.0,PG,Educating Rita (1983).m4v,/media/daveg/Lib/Movies/Educating Rita (1983).m4v
51028,1,.m4v,H264,364p,23.98,5.31,02:10,Text,DIRECT,NO,2022-08-05 05:48,"Sun Also Rises, The (1957)",The Sun Also Rises,,6.2,TV-PG::(TV Rating),The Sun Also Rises (1957).m4v,/media/daveg/Lib/Movies/The Sun Also Rises (1957).m4v
216621,1,.m4v,H264,480p,23.98,5.31,01:35,Text,DIRECT,NO,2020-09-09 20:19,"Christmas Carol, A (1999)",A Christmas Carol,,8.0,TV-PG,A Christmas Carol (1999).m4v,/media/daveg/Lib/Movies/Christmas/A Christmas Carol (1999).m4v
903624,1,.m4v,H264,360p,23.98,5.31,02:49,Bitmap,TRANSCODE,NO,2020-09-20 19:43,"Hobbit: An Unexpected Journey, The (2012)",The Hobbit: An Unexpected Journey,2020-12-27,10.0,PG-13,The Hobbit- An Unexpected Journey (2012).m4v,/media/daveg/Lib/Movies/The Hobbit- An Unexpected Journey (2012).m4v
145487,1,.m4v,H264,480p,120,5.30,02:01,Text,DIRECT,NO,2020-10-09 07:08,Spider-Man (2002),Spider-Man,,9.0,TV-PG::(LV),Spider-Man (2002).m4v,/media/daveg/Lib/Movies/Spider-Man (2002).m4v
140888,1,.m4v,H264,360p,29.97,5.30,01:50,None,-,NO,2020-09-07 12:57,Central Station (1998),Central Station,,8.0,R,Central Station (1998).m4v,/media/daveg/Lib/Movies/Central Station (1998).m4v
112579,1,.m4v,H264,480p,-,5.29,02:15,Bitmap,TRANSCODE,NO,2020-09-05 21:36,"Bridges of Madison County, The (1995)",The Bridges of Madison County,2017-02-19,7.5,TV-14::(LS),The Bridges of Madison County (1995).m4v,/media/daveg/Lib/Movies/The Bridges of Madison County (1995).m4v
56058,1,.m4v,H264,360p,29.97,5.28,02:13,Bitmap,TRANSCODE,NO,2021-10-05 20:05,Harakiri (1962),Harakiri,,8.6,Not Rated,Harakiri (1962).m4v,/media/daveg/Lib/Movies/Harakiri (1962).m4v
48342,1,.m4v,H264,358p,120,5.27,01:43,Text,DIRECT,NO,2020-09-29 20:34,"Man from Laramie, The (1955)",The Man from Laramie,,8.0,Not Rated,The Man from Laramie (1955).m4v,/media/daveg/Lib/Movies/The Man from Laramie (1955).m4v
393162,1,.m4v,H264,480p,23.98,5.26,02:16,Text,DIRECT,NO,2020-10-13 17:19,Coach Carter (2005),Coach Carter,,8.0,PG-13,Coach Carter (2005).m4v,/media/daveg/Lib/Movies/Coach Carter (2005).m4v
56869,1,.m4v,H264,462p,23.98,5.25,01:59,Bitmap,TRANSCODE,NO,2020-09-02 16:15,"Birds, The (1963)",The Birds,2020-10-12,9.0,TV-PG::(TV rating),The Birds (1963).m4v,/media/daveg/Lib/Movies/The Birds (1963).m4v
77838,1,.m4v,H264,464p,23.98,5.25,01:57,Text,DIRECT,NO,2020-09-27 19:57,"Last Waltz, The (1978)",The Last Waltz,,8.0,PG,The Last Waltz (1978).m4v,/media/daveg/Lib/Movies/The Last Waltz (1978).m4v
75029,1,.m4v,H264,366p,23.98,5.24,02:15,Text,DIRECT,NO,2020-10-04 21:00,"Outlaw Josey Wales, The (1976)",The Outlaw Josey Wales,,9.0,TV-MA,The Outlaw Josey Wales (1976).m4v,/media/daveg/Lib/Movies/The Outlaw Josey Wales (1976).m4v
108071,1,.m4v,H264,480p,23.98,5.23,01:41,Text,DIRECT,NO,2020-10-07 21:28,"Secret Garden, The (1993)",The Secret Garden,,8.0,G,The Secret Garden (1993).m4v,/media/daveg/Lib/Movies/The Secret Garden (1993).m4v
887912,1,.m4v,H264,478p,23.98,5.22,02:11,Bitmap,TRANSCODE,NO,2020-09-21 12:33,"Hurt Locker, The (2008)",The Hurt Locker,,8.0,R,The Hurt Locker (2008).m4v,/media/daveg/Lib/Movies/The Hurt Locker (2008).m4v
64615,1,.m4v,H264,480p,120,5.22,02:08,Text,DIRECT,NO,2020-09-29 11:52,Mackenna's Gold (1969),Mackenna's Gold,,9.0,M,Mackenna's Gold (1969).m4v,/media/daveg/Lib/Movies/Mackenna's Gold (1969).m4v
167260,1,.m4v,H264,358p,120,5.22,03:21,Text,DIRECT,NO,2020-09-28 23:06,"Lord of the Rings: The Return of the King, The (2003)",The Lord of the Rings: The Return of the King,,10.0,PG-13,The Lord of the Rings- The Return of the King (2003) Disc 1.m4v,/media/daveg/Lib/Movies/The Lord of the Rings- The Return of the King (2003) Disc 1.m4v
10696896,4,.m4v,H264,468p,23.98,5.21,02:19,Bitmap,TRANSCODE,NO,2022-07-13 22:20,Stillwater (2021),Stillwater,2024-01-23,8.0,R,Stillwater (2021).m4v,/media/daveg/Lib/Movies/Stillwater (2021).m4v
325191,1,.m4v,H264,480p,29.97,5.21,01:26,None,-,NO,2020-10-07 10:49,Sabah (2005),Sabah,,8.0,NR,Sabah (2005).m4v,/media/daveg/Lib/Movies/Sabah (2005).m4v
97576,1,.m4v,H264,368p,23.98,5.21,02:07,Text,DIRECT,NO,2020-09-22 08:59,Indiana Jones and the Last Crusade (1989),Indiana Jones and the Last Crusade,,10.0,PG-13,Indiana Jones and the Last Crusade (1989).m4v,/media/daveg/Lib/Movies/Indiana Jones and the Last Crusade (1989).m4v
51411,1,.m4v,H264,366p,47.95,5.20,02:46,Text,DIRECT,NO,2021-08-30 14:59,"Big Country, The (1958)",The Big Country,2021-09-01,8.0,Passed::(National Board of Review),The Big Country (1958).m4v,/media/daveg/Lib/Movies/The Big Country (1958).m4v
171804,1,.m4v,H264,462p,23.98,5.20,01:58,Text,DIRECT,NO,2020-09-03 22:48,Boys Don't Cry (1999),Boys Don't Cry,,8.0,TV-MA::(TV rating),Boys Don't Cry (1999).m4v,/media/daveg/Lib/Movies/Boys Don't Cry (1999).m4v
4172430,1,.m4v,H264,360p,23.98,5.20,02:24,Text,DIRECT,NO,2020-10-12 13:18,13 Hours (2016),13 Hours,2016-10-31,8.5,R,13 Hours (2016).m4v,/media/daveg/Lib/Movies/13 Hours (2016).m4v
2310332,1,.m4v,H264,360p,23.98,5.19,02:24,Bitmap,TRANSCODE,NO,2020-09-20 20:09,"Hobbit: The Battle of the Five Armies, The (2014)",The Hobbit: The Battle of the Five Armies,2020-12-27,9.5,TV-14::(V),The Hobbit- The Battle of the Five Armies (2014).m4v,/media/daveg/Lib/Movies/The Hobbit- The Battle of the Five Armies (2014).m4v
1210166,1,.m4v,H264,472p,23.98,5.19,02:13,Bitmap,TRANSCODE,NO,2020-10-01 23:18,Moneyball (2011),Moneyball,,9.0,PG-13,Moneyball (2011).m4v,/media/daveg/Lib/Movies/Moneyball (2011).m4v
